word,frequency,example_sentence
稼い,1,俺たちは剣じゃ食っていけないからなこうやって稼いでるのさ。
稼げ,1,それまでは時間を稼げ反乱軍をここに近づけるな。
稼げる,1,いやぁ単純に兄貴がいねえと稼げる気がしなくて。
稼ごう,1,まあ不利な解放軍にあえて雇われて稼ごうって奴は少ないんですけど。
稼働,1,ヒルダ隊長投石機が壊されて稼働できません。
穀物,1,鼠はどこにでも潜り込んで穀物を荒らす。
積み,1,これからもやることは山積みだろ。
積みあがっ,1,その相手が悪い連中でも積みあがった書類の山でもね。
積み上げ,1,あいつが積み上げたもんも砂漠の生活も全部壊しやがって。
積み重ね,1,この老兵の積み重ねてきた技学んでみる気はないか。
積み重ねる,1,何が起きても対応できるよう研鑽を積み重ねる所存です。
積める,1,幻影の兵士との戦闘で経験が積めるのはとても助かっているよ。
積もる,1,積もる話もあるだろう思うところがあるなら聞こう。
穏便,1,まぁ、穏便に済むならそれに越したことはねぇ。
穏健,1,どこから話すかなここのご領主は穏健な方でね。
穢し,1,正教を穢した罪人の私が聖なる一角獣の儀式に加わるなど。
穴倉,1,ああ、アタイの故郷は変わっててね山の中に穴倉みたいな家があってさ。
究極,1,どうかね、全方位を同時に守る究極の技だ。
空しい,1,今となっては空しい話だ。
空っぽ,1,ふぉっふぉっふぉっ飲み食いですっかり財布が空っぽじゃ。
空中,1,知ってのとおり、空中の敵には弓での攻撃が効果的だ。
空位,1,予見の使命を果たすまでその間、特別に空位とすると。
空洞,1,橙色の人工灯と、外から取り入れた自然光が広い空洞を仄かに照らす。
空虚,1,空虚な王位になるかと思われたがガレリウスは諦めていなかった。
空間,1,あらゆる可能性が渦巻くこの空間はもはや尋常なるものではない。
突い,1,安心しな今度は盾で小突いただけだ。
突か,1,痛いところを突かれたか。
突き,1,信念にまっすぐに突き進む姿はそっくりだ。
突き出し,1,盾の使い方もわからないようなヒヨッコはさすがに突き出しませんよ。
突き崩せる,1,ゼノイラの支配体制を突き崩せるかもしれない。
突き放さ,1,姉貴にそう突き放された俺はそのまま団を飛び出ちまった。
突き破ら,1,色も形もさまざまなキノコたちが天井を突き破らんほどに大きく茂って。
突き進め,1,私自分でも驚いているんです自分の意志で突き進めたことに。
突き進ん,1,それこそ、他国には目もくれず突き進んでいたのではないか。
突っつく,1,はっはっはそんなに突っつくなって。
突っ走っ,1,たった一人の家族が、勝手に突っ走って怪我して帰ってくんのはよ。
突っ込ま,1,なんで敵に突っ込まないんだって言ってんだ。
突っ込む,1,戦場でも単騎で突っ込むところを見て私は肝を冷やすのだぞ。
突出,1,部隊が突出せぬよう連携も大事だ地形的に容易に包囲されてしまう。
突拍子,1,ま、待って待って突拍子もなくてついていけないよ。
突進,1,騎馬兵の突進をかわし側面からの斬り込み。
立,1,リア、立てるか。
立ち上がっ,1,ギルベルト様はその姿に胸を打たれ剣を取り立ち上がったのです。
立ち上がれ,1,さあ皆の者、立ち上がれ無謀な小童どもを叩きのめせ。
立ち上がれる,1,貴女は傷を負っていても仲間のために立ち上がれる、強く優しい人だ。
立ち代わり,1,入れ替わり立ち代わり口々に言ってきた。
立ち会い,1,若返りの術は生命の誕生にも近しい神秘のよう私も立ち会いたかったわ。
立ち入ら,1,そんな場所だから誰も立ち入らないまあ実質、別の国のような物だな。
立ち去っ,1,あなたの顔を見た途端に立ち去ったりして。
立ち去ら,1,そこのよそ者、止まりなさい立ち去らなければ痛い目を見ますよ。
立ち向かえる,1,私も、次に竜騎兵と相対したとき怯えずに立ち向かえる気がしてきた。
立ち回ら,1,また敵の支援攻撃が来そうだ被害が出ないように立ち回らないとな。
立ち姿,1,アレインほどの力強さはないけど傭兵とは思えない秀麗な立ち姿だわ。
立ち寄ら,1,申し訳ありませんアレイン様墓所に立ち寄らせてください。
立ち居,1,ジョセフから指導者としての立ち居振る舞いは教わったけど。
立ち戻り,1,依るべきは自らの信念と信仰その原点に立ち戻ります。
立ち振る舞い,1,いいわねその口上も凛とした立ち振る舞いも。
立ち直ら,1,心に傷を負った者たちを立ち直らせるのは容易ではなかったが。
立ち直り,1,ようやく立ち直り戦いへの覚悟ができたようです。
立ち行か,1,生活が立ち行かなくなるまでは。
立ち話,1,実はささっき町中で、モニカとクライブが立ち話してたんだ。
立てろ,1,私の父が書簡で次期国王のために他の者よりも武勲を立てろと。
立て直さ,1,傭兵のエルフを探しています兵力を立て直さなければ。
立て直す,1,さて一段落ついたことだしあらためて団を立て直すか。
立て直せ,1,駄目だお前はドラケンガルドを立て直せ。
立とう,1,弓の腕は衰えてはいない必ず役に立とう。
竜神,1,竜神さまも見守っておられるはずだ。
章,1,あの盾の紋章正教会の天使です。
端,1,何を言うか異端はお前だ。
端々,1,なるほどな、あんたの悔しさ言葉の端々から伝わってきたよ。
端くれ,1,僕も貴族の端くれです民のためにも勉学に励みます。
端正,1,法衣の騎士としての実力はもちろん端正な顔立ちで民からの人気も高い。
競い合う,1,友好国にも施設があれば、国を越えて競い合う催しができるのではと。
競い合っ,1,ふなぜだか、若いころにお前と手柄を競い合ったことを思い出した。
競り合う,1,互角の者同士で競り合う方が上達も早い。
笑い合っ,1,あなたに救われた、皆と笑い合って生きる私の姿を見せるとお約束します。
笛,1,その喉笛を掻き切ってやるぜ。
筆頭,1,リア終戦後、コルニアとドラケンガルドの友好が約束されると、ァージニアのお目付役を辞してドラケンガルド王のもとへ戻る鍛え上げられた剣の腕で屈強な兵たちを従え、王の筆頭護衛官を長年務めたまた、自らも先代王に拾われた恩義から戦災孤児の支援にも熱心に取り組んだという。
筋合い,1,貴女に責められる筋合いはありません。
筋書き,1,いいえ私たちは二度とあなたの筋書きどおりにはなりませんよ。
筒抜け,1,俺は耳がいいからな港でのやり取りも全部筒抜けさ。
答える,1,それは難しい問題だな答えるのは明日でもいいか。
答えれ,1,こういったときどう上手く答えればよいのだ。
管轄,1,今や我が領地はゼノイラの管轄解放軍を見過ごすわけにはいかない。
節約,1,回復ができれば部隊の持久力が増しアイテムの節約にもなります。
範囲,1,反乱軍への警戒範囲が広大でとても手が回らないのが実情ね。
築か,1,貴方の世を築かねば民の幸福を見届けなければっ。
築きあげ,1,ジョセフ王子を守り、解放軍の基盤を作ったその多大なる功績により宰相の座を薦められたが、それを固辞し生涯一騎士として、王の剣を務めた元騎士団長としての厳格な指導者ぶりは健在で騎士たちを心身ともに鍛え上げ新生コルニアの堅牢な守りを築きあげたのだった。
築き上げ,1,築き上げたものを奪われないかと疑心暗鬼から狡猾にも残忍にもなる。
築け,1,このままゼノイラ軍を倒せれば、人とエルフも良い関係を築けそうだよな。
篤い,1,私の力ではなく、人々の篤い信仰がこの町を守っています。
篤かっ,1,朗らかで頼れる執事長として部下の給仕たちからの信頼も篤かったようだ。
簒奪,1,ァルモア将軍王位簒奪の末に何を望む。
簡潔,1,もう少し簡潔に説明しましょう。
籠る,1,私は教皇となってこの大聖堂に籠るわけには参りません。
粉まみれ,1,うう私のせいで小麦も手に入らず皆さんを粉まみれにしてしまい。
粗,1,粗相なんて俺は嬉しかったよ。
粘っ,1,兄君の方は行方不明だけど弟君がまだ辛うじて粘ってるって。
粘り強,1,そうですね殿下が粘り強く見ていてくれたおかげです。
粘り強く,1,そうですね殿下が粘り強く見ていてくれたおかげです。
精彩,1,今は精彩に欠けていたようだがゼノイラも一枚岩じゃないんだな。
精神力,1,次に君と会うまでには、皆に恥じない強い精神力を身につけておこう。
精通,1,他に精通する者がいないか探してみよう。
糖分,1,ふかした芋だうまくて糖分の補給にもなるから、好んでよく食べる。
糸口,1,けど糸口は見つけた。
系統,1,スキルにはアクティブとパッシブ二系統のスキルがあると思うが。
紀行文,1,ユニフィの遺したその旅の記録は、いつしか国を越えて愛される紀行文となった。
約,1,これで契約完了だ。
約さ,1,ふふ、契約させたお前がそれを言うか。
紅,1,紅茶を飲んでるとは思えないしかめっ面だけど。
納屋,1,助かるよ、盗賊団のせいで納屋の中がすっからかんでね。
純朴,1,プリム戦のあとも、戦乱で疲弊した人々を思い各地で惜しみない奉仕活動を行う彼女の飾り気のない純朴な人柄は行く先々で愛され、町で振る舞われた食べ物に舌鼓を打つ様子も人々に親しまれた彼女の奉仕の旅は生涯続いたという。
純血,1,この地域は半エルフも多く純血のエルフは多くありません。
紛う,1,お前は紛うことなきコルニアにふさわしい王だ。
紛らわしい,1,くそっ、紛らわしいあいつらの仲間じゃなかったのか。
紛らわす,1,草原に寝そべってよ空腹紛らわすために野草を食ってた。
紛れ込ん,1,それは胡蝶盗賊団だ解放軍に紛れ込んでたか。
素っ裸,1,三人でオアシスで泳いだよな素っ裸でよ。
素早い,1,オクリースは素早いし、剣技の精度も随一だ俺も不安はないな。
素早く,1,素早く相手に詰めて打ち込み必要最小限の動きで避け。
素朴,1,素朴な剣を握るたび、なぜ私はまだ生きているのかと自問した。
索敵,1,この先の砂漠へ行く気かそれなら索敵手段を用意していけ。
細い,1,細い剣をビュンビュン振ってすごく強かったんだよ。
細く,1,わぁやっぱり髪が細くて綺麗間近で見る瞳も魅力的ね。
細やか,1,我が故郷にも、細やかな装飾のある民族衣装があるのですが。
細工,1,これを飾りに細工しろってうーん、できるかなぁ。
細部,1,十分だ、細部に至るまで覚えているのはよくわかった。
終わらす,1,なら俺たちも連れていってくれ戦いを終わらすため、力になりたい。
終わん,1,雪かきってやってもやっても終わんねぇよなぁ。
組,1,はは指輪は一組しかないからな。
組ま,1,私は幼いころ、教育熱心な親のもと分刻みの予定が組まれていたの。
組み,1,部隊に組み込める人数が増えたようですね。
組み入れ,1,そこまで、言うなら常にお前の部隊に私を組み入れておけ。
組み込める,1,部隊に組み込める人数が増えたようですね。
組み込ん,1,敵はゼノイラ軍も組み込んだ大軍おまけに地の利も相手にあるが。
組む,1,背中を任せられる相手と組むに越したことはないだろう。
組め,1,冗談じゃねえ勝手に団を抜けた奴と組めるかよ。
組める,1,冗談じゃねえ勝手に団を抜けた奴と組めるかよ。
組ん,1,入り組んだ地形は我々の味方にもなるはずです。
組織化,1,この共闘は組織化の第一歩なのですが一朝一夕にはいきませんね。
経て,1,そう言うな、時が経てばいつか自分を許せるようになる。
経とう,1,お主らの顔は忘れんこの先、幾年経とうともな。
経済,1,長寿で人口増加も少なく経済的にも苦しくない。
経済的,1,長寿で人口増加も少なく経済的にも苦しくない。
結びつけ,1,俺たちを結びつけてるのは金だけ忘れてませんよ。
結びつける,1,各国の信者と正教の中枢とを結びつける重要な使命もあったはず。
結べる,1,ドラケンガルドと良い関係を結べると私は信じております。
結ん,1,ギルベルト王子の今までの努力が実を結んだ成果だ。
結果論,1,そりゃ結果論さ。
結託,1,大聖堂を取り仕切るサナティオもゼノイラと結託している。
結論,1,何度も試した私の結論ですが。
結集,1,皆の者、力を結集し敵を押し返すのだ。
絞める,1,苦しめられてなお、自分の首を絞める様が見ていられないだけだ。
絞ら,1,ははぁさてはミリアムに敬語を使えと絞られたな。
絡めとら,1,手練れの相手に隙なんか見せたらすぐに絡めとられるから。
絡ん,1,酔っぱらった力自慢な輩が絡んでくるかもしれないからさ。
給う,1,だが安心するといい一角獣の守護は我らを守り給う。
絨毯,1,ふかふかの菌糸が絨毯のように部屋いっぱいに広がって。
統べ括る,1,我はゼノイラ帝国皇帝ガレリウスこの世を統べ括る覇者なり。
統治者,1,かたじけない私もアレイン殿から統治者の心構えを学びたいものだ。
絵空事,1,君が辛抱強く私の絵空事に付き合ってくれたお陰だ。
絵筆,1,もしも私がこんなふうに描けたなら剣を絵筆に持ち替えてしまいそうだわ。
絶える,1,戦によって、人知れず死に絶える花もあるでしょう。
絶し,1,わあ、立ったまま気絶してる大変、誰か来てー。
絶ち,1,悪の根源を絶ち必ず帰るのだ、アレイン殿。
絶つ,1,ならばやるべきは諸悪の根源を絶つこと。
絶やさ,1,王家の小さな灯りを絶やさぬよう必死でお守りしてきたつもりですが。
絶世,1,うわぁ、これまたいい男ね解放軍にこんな絶世の美男子がいたなんて。
絶好,1,始末するにはまさに絶好の機会だ反乱軍ともども殲滅せよ。
絶好調,1,ここ最近、絶好調と聞くがまさかそいつが関係してんのか。
絹糸,1,ふふスカーレット様の御髪は変わらず絹糸のように艶やかですね。
継げ,1,強すぎて、誰一人満足に技を継げなかった。
継続的,1,私たち「ウィザード」は敵を炎上させ継続的にダメージを与える。
続々,1,ダイナ彼女が率いる白花隊は仲間の提案で各地の村の復興支援を始める彼女の仲間思いの人柄と統率力は戦場以外でも大いに発揮され、その活躍に獣人、人間問わず入隊希望者が続々と現れた彼女の人間への不信感は徐々に和らいだという。
続けよう,1,子孫代々の体に宿り剣を極め続けようとしたのさ。
続けりゃ,1,無心で掘り続けりゃきっと何かでるはずだぜ。
続行,1,やってくれたわね仕方ないわ出せる部隊だけで戦闘続行よ。
網,1,敵を誘い込み一網打尽にしましょう。
綴っ,1,傭兵たちに募ったあなたへの不平不満を綴った嘆願書。
綻び,1,混乱の中、鉄壁の要塞にも必ずや綻びが生じるでしょう。
緊急時,1,緊急時に見分けがつかないと困るしジョセフに相談しにいくか。
総,1,貴様が総司令の。
総じて,1,私のような騎馬を駆る者は総じて歩兵に強いのが特徴です。
総力,1,現在総力を挙げて捜索中です。
総合的,1,三度に一度は負けるがな総合的には私の勝ちだ。
総員,1,総員、下船完了しました。
総指揮,1,私も小規模とはいえ団を率いた身だお前のような子供が総指揮を執って。
総本山,1,そうです、教皇がどうであれ正教の総本山を解放できれば。
総督,1,あのころからずいぶん背丈も伸び今では解放軍の総督。
総量,1,交換した総量に応じて品揃えも更新していく予定だ。
編み出し,1,奴はゼノイラの滅亡後も長い時をかけ現世に自らの実体を編み出したのだ。
編集,1,アレインの紋章を設定してください紋章はこれより後でもメニューから編集が可能です。
緩ま,1,猫の前では頬を緩ませるとの噂を聞き城内の猫を呼び寄せようと。
緩み,1,しかし今の私は周囲の優しさに甘え堕落し、緩みきっている。
緩ん,1,申し訳ありませんギルベルト様の前で緩んだ顔を。
緩和,1,せめて徴収量を緩和しては。
緩衝地帯,1,結果、緩衝地帯でもあるこの地で両国主が会うこととなったのです。
練ら,1,「シールドシューター」以外にも対策は練られるはずだ。
練兵,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。
縁の下,1,ブリス共に盗賊団にいた部下たちと傭兵になり各地で戦後処理や復興の手伝いを行った皆がやりたがらない仕事を率先して引き受け情に厚く縁の下を支える彼は仲間や町の人々からよく慕われた。
縁談,1,でも元々縁談の話はなかったし相手は陛下だし。
縁起,1,王子の肩に青い鳥を見た時は縁起がいいと思ったものだ。
縄張り意識,1,彼らは縄張り意識が強くよそ者へは簡単に心を開きません。
縛っ,1,さっさと縛って南に向かうか。
縛り付け,1,本当はもうお前を縛り付ける命令はしたくない。
縛り付ける,1,本当はもうお前を縛り付ける命令はしたくない。
縦,1,縦深陣が容易に構築できる天然の要害の見本ですな。
縦横無尽,1,敵陣を縦横無尽に駆け抜け拠点の守りは鉄壁のように堅い。
縦深,1,縦深陣が容易に構築できる天然の要害の見本ですな。
縫い目,1,縫い目のほつれていた箇所もこのとおり10綺麗にしておきました。
縫い直し,1,貴方やユニフィの服を、私が何度縫い直したと思っているのです。
繋がり,1,そしてノルトハイムが反乱軍と繋がりがないことを世に示す。
繋ぎ直す,1,張りつめた糸は切れたが最後繋ぎ直すのは難しい。
織り交ぜ,1,スカーレットアレインの戴冠式を見届けるとパレィア島で一司祭として生きる道を選ぶ生涯にわたり、島唯一の聖堂で司祭として人々を導きつつ平和な世が続くことを祈り続けたたびたび行われた解放軍時代の仲間の逸話を織り交ぜた講話は島の子供たちに大いに喜ばれたそうだ。
繰り出す,1,繰り出す剣技は速く、鈍重なワシでは攻撃をかわすことはできなかった。
繰り広げる,1,キトラ戦後は薔薇騎士団としての活躍だけでなく城下町の治安維持にも貢献した町にならず者が現れるやいなや真っ先に駆けつけ、住民からの声援を受けながら大立ち回りを繰り広げることもあったという手先の器用さを買われ、町の修繕作業も手伝う彼女は、特に子供たちから慕われたようだ。
纏う,1,だがあの者が纏う力から察するにただ倒すだけでは済むまい。
罪悪感,1,盗賊だったころ、罪悪感で心が押し潰されることはなかったのか。
罪深い,1,私は罪深いなぜ処遇を決めていただけないのですか。
置ける,1,肩を並べ戦ってきてわかったお前は信頼の置ける男だ。
罰し,1,私を処罰しなかったことも憎まれているのに遠ざけないことも。
罰する,1,ああそうだな祖国に牙を向いた貴様を罰するいい機会だ。
罰せ,1,秩序を乱すようならお前も罰せねばならない。
罵れ,1,サナティオ様私にもあなたを罵れと、そう仰るのですか。
罹れ,1,周囲は混乱に陥った、40当たり前だ30罹れば確実に死ぬ病だからな。
罹患,1,奥方がその病に罹患した時こう仰ったそうよ。
羊,1,山羊が描いてあるわ足の数は4ね。
美人,1,美人な大人の女性が相手だってぜったい負けないんだから。
美徳,1,慎ましさはスカーレットの美徳だけどもったいない。
美点,1,彼女の美点だが、以前のように人質にとられてはたまらない。
美男子,1,うわぁ、これまたいい男ね解放軍にこんな絶世の美男子がいたなんて。
羨ましかっ,1,子供のころは、自由に森を走り回るロザリンデ姉様が羨ましかったわ。
羨ましく,1,あの毛皮と腕力が羨ましくてたまらねえよ。
義,1,皆、大義であった。
義賊,1,マゼラン各地に散り散りとなってしまった盗賊団の仲間を捜す旅に出るけじめをつけ砂漠に戻ると、義賊団へと転向団の評判は砂漠を越えて伝わり彼を兄貴と慕う若者が内外から集まっていつしか砂漠に居を構える町となった彼は長として町を大いに発展させたという。
羽ばたい,1,薔薇騎士団に籍は残し、必要とあらばグリフォンと共に戦場を羽ばたいた。
習わさ,1,無理矢理習わされる学問は面白いと思えなくて。
習熟,1,であれば私も習熟すれば20戦いで役に立つ20か。
翠緑,1,このラウルハルが翠緑の都と謳われる由縁です。
翠色,1,翠色の樹々に水面に映える深緑。
翻す,1,ゼノイラに反旗を翻す愚か者どもその首領が僕の目の前に現れた。
翻っ,1,翻って矢をさすがはメリザンド様。
翻意,1,私個人の意志で翻意はできないわ継いだ家名同士の争いだもの。
老兵,1,この老兵の積み重ねてきた技学んでみる気はないか。
老夫婦,1,ある老夫婦に拾われたが、それもゼノイラの侵攻で死んじまったらしい。
老若男女,1,老若男女問わず町の者や石工見習いたちから敬われていた。
老輩,1,事情を知らぬ老輩が口を挟んですまなかった。
考えこむ,1,その手を口元に当てて考えこむ姿なんてもうそっくりですよ。
考えりゃ,1,まぁ、爺ィのやってたことを考えりゃ当然だろうね。
考えろ,1,考えろギルベルト道を切り開く、その手段を。
考え事,1,考え事かホドリック。
考え直し,1,考え直してはもらえないか。
考え直す,1,だが、そこの王子が考え直す機会をくれたのさ。
考案,1,禁忌を踏み越えた術も多く考案し降霊術もそのひとつだ。
耐えろ,1,何とか耐えろアイツが帰ってくるまで。
耐久,1,ぜひ、耐久力もある「ワーベア」を編成してみてくれ。
聖地,1,背信者ナイジェルは反乱軍とつるみあろうことかこの聖地を侵すつもりだ。
聖職者,1,それが聖職者たる私の役目だと信じて生きてきました。
聞かし,1,王子様からは考えられないような砂漠の生活、聞かしてやるよ。
聞き入れ,1,当事者ではない私の言葉は聞き入れられなかった。
聞き分け,1,はぁ本当に掴みどころがないな聞き分けがいいのが不思議な奴だ。
聞き及ん,1,姫も私の事情は聞き及んでいるはず今解放軍を敵に回す利などありません。
聞き方,1,いや聞き方が悪かったな。
聞き流せ,1,聞き流せ。
聞き耳,1,あなたは興味がないふりをしながらもしっかりと聞き耳を立てていたわよね。
聞き込み,1,町で聞き込みをする。
聞き違い,1,聞き違いではなくこの私にですか。
聴き,1,その時、私が眠るためだけの歌を生まれてはじめて聴きました。
肉親,1,ただ一人の肉親だったのです。
肌触り,1,いえ俺は、そういった肌触りのものが少々苦手でして。
肌身,1,受け取るよその指輪首飾りにして肌身離さず下げてやる。
肖像画,1,肖像画でしか見たことのない祖父上たしか剣聖王とも呼ばれていたとか。
肘鉄,1,けど偶然とはいえ、いい肘鉄でしたよ前衛職、やってみたらどうですか。
股,1,世界を股にかけたお前が玉座でじっとなんかしていられるか。
肥え,1,強者はさらに強欲に肥えていく40強くならなければ搾取されるがままだ。
肩書,1,剣聖王の志に従い、騎士団領の騎士は身分や肩書を重んじません。
肩身,1,俺はゼノイラ相手に商売してたからななんだか肩身が狭いや。
育てよう,1,爺ィは色んな女に子を産ませ後継ぎを育てようとしたが。
育てる,1,花に綺麗だ、美しいと声を掛けながら大切に育てると。
育て上げ,1,とはいえ、軍をあれだけ育て上げ悪を打ち倒したそれは大したもんだ。
育み,1,ですが貴方を育み一緒に生きてきた育ての親として。
育ん,1,我が町を流れる川の源流はあの神樹を育んだ神秘の泉。
胃,1,あ、じゃあ治癒魔法で胃からカビだけ消せたりしないか。
背け,1,私はもう目を背けてはならないのだ。
背教,1,貴様は罪なき人々を犠牲にしたという背教者だな。
背筋,1,今の前鋸筋の挙動40広背筋との連帯感が絶妙でした。
背負い込もう,1,私がまた、一人で背負い込もうとしないように。
胞子,1,色とりどりの胞子が精霊のように舞い踊る。
胡蝶,1,それは胡蝶盗賊団だ解放軍に紛れ込んでたか。
胸中,1,コーム戦後、メイエ家は再興の道を歩む主の願いが叶ったことを我がことのように喜ぶも名家の当主を任された彼の胸中は複雑だった主への飽くなき忠誠心は衰えることなく当主となってからも日々王宮へと登城する彼に臣下たちは頭を悩ませたという。
胸糞,1,そんな胸糞悪いものをなくすのがアタシの夢だ。
脅かさ,1,だが世界がそれに脅かされ君が周りの皆を癒しているとき。
脅し,1,文句があるなら収容施設に送ると脅しておけ。
脆弱,1,とはいえ、今の解放軍の基盤はあまりにも脆弱だ。
脇腹,1,ロザリンデか読書中に脇腹をつつかないでくれ。
脈,1,まだ脈があるぞアレイン。
脈絡,1,ハハ、脈絡なくやったらそうですね場所と時間はやっぱ大事ですよ。
脛,1,ギャメル盗賊の時分に脅かした人々への罪滅ぼしか友人らと共に各地で慈善活動を続ける彼の人柄を慕い元黒爪盗賊団員や脛に傷持つ若者が彼のもとに集まりその世話を焼くことも多かったその隣には、病を克服した健勝な妹の姿もあったという。
脱が,1,承知いたしました、姫にそう言われて脱がないわけには参りません。
脱ぎ,1,兜を脱ぎ、解放軍に参加されてはどうです。
脱ぎ捨てる,1,油の乗った鉄板の上であろうと無論、脱ぎ捨てることはできません。
脱する,1,俺は、砂漠の民が負の連鎖から脱するその手助けをしたいのです。
脱出,1,拠点が落ちたようだな今なら脱出できそうだ。
脳,1,なんだその信憑性のなさすぎる事例脳筋の根性論じゃねえのかソレ。
腐ら,1,申し訳ない、ふかし芋お前を腐らすなんて。
腐らす,1,申し訳ない、ふかし芋お前を腐らすなんて。
腐る,1,傀儡の材料は文字どおり腐るほどできたでな。
腑,1,腑に落ちましたなんというか強かな方ですね。
腕利き,1,ただ、一人腕利きの女戦士がいるとかお気をつけください。
腕相撲,1,とーちゃん、腕相撲つよいから絶対つよいよ。
腫れ,1,すぐに対処しないと丸太のように腫れ、焼けるように痛む。
腰回り,1,うーんあたしもそう思ったんだけどどうにも腰回りがキツくてね。
腹いせ,1,しゃあねぇ、オーバンに殴られた腹いせだと思ってくれや。
腹ごしらえ,1,ではその前に腹ごしらえとしよう。
腹の虫,1,腹の虫の出番がないほどの豪勢な品揃えだな。
腹心,1,ガラドミア戦後、巫女の腹心としてエルヘイムに残り国の復興支援に力を注いだ日々の弓の修練を怠ることはなく腕は衰えるどころかいっそう冴え渡りラウルハル城の矢狭間から遥か遠く国境付近のならず者を射貫いた、という逸話がまことしやかに噂されるほどだった。
腹斜,1,それに外腹斜筋、棘下筋の見事な流線形にも感動しました。
腹立て,1,それで腹立ててんのかよ。
膨らま,1,スカーレットどうしたんだそんなに頬を膨らませて。
膨れ,1,よしお腹も膨れたことだし、帰るか。
臆す,1,臆す必要はないリアの喜びは私の喜びでもある。
臆病者,1,まったく、隠れ潜む臆病者だなんて誰が吹聴したのやら。
臣民,1,無能な王が戻ってきたと臣民も混乱するだけだ。
臨み,1,入念に準備をしてから最後の戦いに臨みましょう。
臨む,1,フォドキア解放軍で役目を終えたあと自領の復興に努めた領民との溝から目を逸らすことなく一つずつ丁寧に職務に臨む姿勢が領民たちの心を解かし、和解に至った以来、彼の愛息の墓前には献花が絶えることがなかったという。
臨める,1,貴方とであれば、この先の未来平和な国づくりに臨めると思う。
臨もう,1,敵も警戒を強めているだろう十分に準備してから臨もう。
臨場感,1,つまり、臨場感があったと思う。
自作,1,突然、愛嬌のない男が自作の菓子を持ち出して目の前でおもむろに食べ。
自制,1,そう、ならあなたが自制してる間に私が奪っちゃっても問題ないわよね。
自害,1,返す言葉もない私も自害できるならしていたよ。
自尊心,1,連中は自尊心が高い奴が多くて他と協力もできそうになかった。
自戒,1,わ、私は自戒したのです立場をわきまえなければならないと。
自業自得,1,自業自得とはいえ、今後どれだけこれと付き合うことになんのやら。
自然光,1,橙色の人工灯と、外から取り入れた自然光が広い空洞を仄かに照らす。
自然界,1,私ども「ワーオウル」は自然界の魔力や霊力を取り込み操る力に優れています。
自生,1,ふむあの雲我が国に自生する毒草に似ています。
自発的,1,だから、自発的に生き生きと研究をすることにとても憧れるの。
自立,1,ジェラール陛下が土地を与え自立させたのが始まりなんですよ。
自負,1,あいつはコルニアを再建するのは自分だと自負していたからな。
自責,1,ですが私は自責の念からお受けすることができなかった。
自重,1,罠かもしれないここは自重しよう。
臭,1,ここいらもきな臭くなってきたが。
至っ,1,フォドキア解放軍で役目を終えたあと自領の復興に努めた領民との溝から目を逸らすことなく一つずつ丁寧に職務に臨む姿勢が領民たちの心を解かし、和解に至った以来、彼の愛息の墓前には献花が絶えることがなかったという。
至宝,1,民の明日、希望こそが我ら騎士の至宝。
致し方,1,もはや戦いは避けられんか致し方ない。
興,1,興が乗った。
舌,1,酒で多弁になった戦士は饒舌に語りながら敵を圧倒した。
舌鼓,1,プリム戦のあとも、戦乱で疲弊した人々を思い各地で惜しみない奉仕活動を行う彼女の飾り気のない純朴な人柄は行く先々で愛され、町で振る舞われた食べ物に舌鼓を打つ様子も人々に親しまれた彼女の奉仕の旅は生涯続いたという。
舐める,1,舐めるなあんたたちの思いどおりにさせると思うか。
舞い上がっ,1,姉さまとお出かけするのが久々で舞い上がっちゃったみたい。
舞い上がる,1,たしかに天使は人の手を取り空へと舞い上がることはある。
舞い踊る,1,色とりどりの胞子が精霊のように舞い踊る。
航海,1,海だ主人公は世界中を航海するのさ。
舵,1,なら、俺は舵をとろうこれからもよろしく頼む、マゼラン。
船出,1,さぁ船出の時間だ駄賃はその命で賄ってもらおう。
船員,1,それに船も出せるようになったって船員さんが喜んでたわよ。
船底,1,船底に穴が開いて浸水してるこのままじゃ沈んじまう。
船旅,1,時間ができたら教えてくれよ一緒に海に出て、船旅でもしようや。
船長,1,大変だ船長暗礁にぶつかっちまったみたいだ。
良心,1,承知した今度は良心的な店を選ぶように気をつけよう。
良質,1,この彫像が他より美しく保ってるのは石工が良質な素材を選んでるからだ。
色づき,1,視界がほんのりと桃色に色づき高揚感を覚えるというもので。
色使い,1,まぁエルワイス草の花ね色使いが素敵。
色合い,1,よく見りゃ模様や色合いが違うから見分けがつくのさ。
色褪せ,1,この文様この色褪せた手記に書かれているものかもしれないわ。
色褪せる,1,一目惚れから始まった二人の愛は、生涯色褪せることはなかった。
芋,1,申し訳ない、ふかし芋お前を腐らすなんて。
花屋,1,ふふ、でもすぐに戻るつもりです次はお花屋さんを見てみましょうか。
花束,1,ベルトラン戦後は村々の復興を手伝い、それが落ちつくと先の戦で命を落としたすべての魂のためバストリアスの各地に慰霊碑を建てる毎年、終戦を記念する日には慰霊碑に多くの花束が手向けられその香りが国中を包んだという。
花畑,1,それに、一面の花畑があったらみんなが考えてくれるかもしれません。
